recipe name,preparation time,min_portion,max_portion,ingredients,steps
Kuchen de nuez,70.0,12,15,"['1/2 taza de mantequilla (100grs)', '3/4 taza de azúcar granulada (140 grs)', '1 huevo', '1 3/4 taza de harina sin polvos de hornear (200 grs)', 'La ralladura de un limón', '2 tazas de nueces picadas', '1 tarro de leche condensada (397 grs app)', '1 yema', '50 grs de mantequilla derretida']","['1-Precalentar el horno a 350°F (180°C).', '2-Preparar un molde de 24 o 26 cms. Enmantequillarlo o rociar con aceite en spray.', '3-Para preparar la masa, colocar en un bol la mantequilla y el azúcar, batir muy bien durante unos 2 a 3 minutos. Luego agregar el huevo entero y la ralladura del limón. Mezclar bien y finalmente agregar la harina poco a poco.', '4-Formar una masa lisa, que no se pegue en las manos.', '5-Luego con cuidado extender la masa sobre el molde.', '6-LLevar al horno por unos 15 minutos.', '7-Mientras tanto preparar el relleno, mezclar las nueces picadas con la leche condensada.', '8-Agregar la yema de huevo y la mantequilla derretida. Unir todo muy bien.', '9-Colocar este relleno sobre la masa y cubrir con papel de aluminio. Llevar al horno por unos 30 minutos. Luego retirar el papel de aluminio y llevar al horno nuevamente por unos 10 minutos hasta que esté dorado.', '10-Servir cuando esté completamente frío.']"
Leche Asada,0.0,8,,"['1 litro de leche', '1 taza (190 grs.app.) de azúcar granulada', '1 cucharadita de vainilla', '6 huevos', 'Caramelo: 3/4 taza de azúcar granulada']","['1-Batir los huevos enteros e ir agregando la leche, azúcar y vainilla. Llevar a fuego suave hasta que se disuelva el azúcar. Retirar.', '2-Preparar el caramelo: Humedezca el azúcar granulada con 3 cucharadas de agua y lleve a fuego suave, hasta que se derrita completamente y tome color rubio, no debe revolver. Bañe con este caramelo el fondo y las paredes de un molde.', '3-Colocar la mezcla de la leche en la fuente o molde y llevar al horno por unos 40 minutos a 400°F (200°C). Dejar enfriar en el horno en la medida de lo posible.']"
Leche nevada,35.0,4,,"['3 tazas de leche', '3 huevos', '1 cucharadita de esencia de vainilla', 'canela en polvo', '2 cucharitas de maicena', '3/4 taza de azúcar', '1 cucharada de azúcar (aparte)']","['1-Primero batir las claras a punto de nieve, agregar la cucharada de azúcar. Reservar. Luego batir las yemas. Reservar.', '2-Hervir la leche junto con el azúcar y vainilla. Luego colocar a fuego bajo e ir colocando sobre la leche copos de merengues con la ayuda de una cuchara. Dejar que se cocinen por ambos lados y retirar. Cuandos estén todos los copos cocidos, revolver la leche y agregar las yemas batidas, enseguida agregar la maicena disuelta en un poco de agua fría. Revolver constántemente y retirar del fuego.', '3-Colocar la leche en pocillos individuales y encima colocar los copos de merengues. Luego espolvorear con canela.']"
Lengua de res con salsa blanca y champiñones,145.0,4,,"['1 paquete de lengua de res Rumba Meats™', '1 cebolla pequeña', '1 taza de leche', '50 grs. de mantequilla', '2 cucharadas de harina', 'Pimienta a gusto', 'Sal a gusto', '1 taza de champiñones aproximadamente', '1 cucharadita de mantequilla', 'Merkén (opcional)']","['1-En una olla colocar la lengua de res, añadir 1 cebolla partida en cuatro y 1 cucharadita de sal.', '2-Cocinar con la olla tapada a fuego medio por 2 1/2 horas.', '3-Mientras tanto prepararemos la salsa blanca. Para ello necesitaremos usar una olla pequeña para derretir la mantequilla, enseguida agregar de golpe la harina, revolver enérgicamente para mezclar bien la mantequilla y harina. Luego agregar lentamente la leche, e ir revolviento hasta integrar todo y formar una salsa sin grumos.', '4-En un sartén con una cucharadita de mantequilla, saltear los champiñones unos 3 minutos. Sazonar con sal y agregar a la salsa blanca.', '5-Una vez lista la lengua de res, colocarla en una tabla de cortar y retirar la piel que la recubre. Cortar tajadas delgadas e ir colocándolas en el plato. Cubrir con la salsa blanca y champiñones.', '6-Servir acompañado idealmente de arroz blanco y si tiene merquén.']"
Locos con salsa verde,15.0,3,,"['1 cebolla mediana picada en cuadros', '1/2 taza de cilantro picado', '1/4 taza de perejil picado', '1/2 taza jugo de limón', 'Sal y pimienta a gusto', '2 cucharadas de aceite de oliva', 'Locos cocidos (2 o 3 unidades por persona)', 'Mayonesa a gusto', 'Lechuga a gusto']","['1-Juntar cebolla, cilantro, perejil, jugo de limón, sal, pimienta y aceite.', '2-Mezclar bien y dejar reposar unos 15 min.', '3-Para montar el plato, colocar de base lechuga, locos , mayonesa en el centro, y sobre cada loco colocar la salsa verde.']"
Manzanas asadas,50.0,4,,"['4 manzanas verdes', '2 cucharadas de mantequilla, (está ok si quiere usar margarina)', '1 taza de azúcar morena o rubia', 'Esencia de vainilla', 'Agua']","['1-Precalentar el horno 400°F (200°C)', '2-Ahuecar las manzanas con mucho cuidado, hay un accesorio ideal para las manzanas, como el que se ve en la foto arriba, pero si no tiene, use un cuchillo afilado.', '3-En cada orificio colocar un poquito de mantequilla, azúcar y vainilla.', '4-Colocar las manzanas en una fuente con un poco de agua, y si gusta también puede colocar un poco más de azúcar en la base de la fuente.', '5-Llevar al horno por unos 35 a 40 minutos.', '6-Se debe formar una especie de caramelo en la base de la fuente, el cual puede usar para el momento de servir la manzana.', '7-Si desea puede servir este postre tibio acompañado del helado de su preferencia.']"
Mote con huesillos,40.0,4,,"['250 grs de huesillos', '180 grs de azúcar morena (3/4 taza)', '1 trozo de cáscara de naranja', '2 palos de canela', '1 taza de mote', '1 litro de agua', 'ver las notas más abajo']","['1-Remojar los huesillos en suficiente agua la noche anterior.', '2-Al siguiente día, se ponen los huesillos con toda el agua en una olla, más el azúcar , cáscara de naranja y canela.', '3-Se puede agregar chancaca si gustan, lo que le da el color al jugo. Otra opción es que pueden acaramelizar un poco del azúcar para agregarla cuando el jugo aún este caliente. Eso también ayuda a dejar de color el jugo. Y sino simplemente lo agregan el azúcar morena al momento del inicio de la cocción de los huesillos.', '4-La cocción es de unos 30 a 40 minutos a fuego medio, hasta que los huesillos estén bien blandos. Dejar enfríar. Y luego refrigerar.', '5-Mientras tanto se cuecen por unos 20 minutos el mote con abundante agua.', '6-Luego de la cocción hay que botar el agua con la ayuda de un colador. Lavar bajo el chorro de agua fría.', '7-Dejar en una fuente que pueda ir al refrigerador. Reservar.', '8-Una vez listo ambos ingredientes, servir bien helado en un vaso largo unas 2 a 3 cucharadas de mote, 2 huesillos y bastante jugo de los huesillos.', '9-Mantener refrigerados el mote y los huesillos con su jugo separados.']"
Mousse estilo humita y los sabores de Chile,0.0,,,"['400 grs de maíz dulce (choclo) congelado', '50 ml de crema', '80 ml de leche líquida', '7 grs de gelatina sin sabor', '2 claras de huevos', 'Albahaca a gusto', '1 pizca de ají color', '1/4 de cebolla española picada en cuadros pequeños', '1/2 cucharadita de margarina', 'Sal a gusto', 'Azúcar a gusto']","['1-Moler el maíz (choclo) junto con la albahaca. Reservar.', '2-Freír en una olla la cebolla con la margarina un par de minutos. Luego agregar el choclo molido, aliñar con sal, ají y azúcar si se quiere. Revolver constantemente a fuego bajo, agregar la crema y la leche. Adjuntar las claras batidas a nieve. Y finalmente agregar la gelatina disuelta en un poquito de agua caliente. Mezclar todo muy bien y dejar unos minutos en el fuego.', '3-Luego en unos moldes individuales pintados con aceite, vaciar la mezcla. Dejar reposar al menos dos horas.', '4-Servir a temperatura de ambiente o puede calentar en el horno. Desmoldar y decorar con hojas albahaca y azúcar.']"
Ostiones a la parmesana,0.0,,,"['4 o 6 ostiones grandes', '50 grs de mantequilla', '30 cc de vino blanco', '1 cebollín picado fino', '1 cucharada de pimentón rojo picado fino', '40 cc de crema líquida', '40 grs de queso mantecoso', '2 cucharadas de queso parmesano', 'Sal y pimienta', 'Perejil o ciboulette picado', '']","['1-Precalentar el horno a 200°C (400°F).', '2-Existe dos alternativas, una puede utilizar las mismas conchas de los ostiones las cuales deben estar limpias. Las pone encima de la lata del horno. Sino la otra alternativa que utilice unos pocillos de loza o greda como los que muestro en la foto.', '3-Colocar encima de cada pocillo un trozo pequeño de mantequilla. Luego encima colocar dos o 3 ostiones grandes. Rociar encima de los ostiones con un poco de vino, agregar sal y pimienta, cebollín esparcido bien encima igualmente el pimentón rojo. Enseguida colocar 1 cucharada de crema líquida encima de los ostiones.', '4-También el queso mantecoso cortado en pequeños cuadros y finalmente espolvorear el queso parmesano.', '5-Hornear por uno 8 minutos o hasta que el queso esté completamente derretido.', '6-Retirar del horno y espolvorear con perejil picado o ciboulette.', '7-Servir inmediatamente.']"
Paila marina,0.0,3,4,"['1 cucharada de aceite', '1/2 unidad de cebolla picada en cuadros finos', 'Ají color, orégano seco, sal y pimienta', '1 kg de almejas con concha', '500 grs de choritos con concha', '4 medallones de pescado (congrio idealmente o algún otro bien firme)', '1 taza de vino blanco', '2 a 3 tazas de caldo de pescado o de verduras', '1 taza de tomates en conserva idealmente', 'Gotas de salsa de ají', '150 grs de lenguas de machas (navajuelas también sirven)', 'Perejil o cilantro para decorar']","['1-En una olla grande calentar el aceite y freír la cebolla por unos 5 minutos o hasta que esté transparente sin dorar. Sazonar con los aliños : ají color, orégano, sal y pimienta a gusto.', '2-Agregar las almejas y choritos lavados. Cocinar por unos 3 minutos.', '3-Agregar el pescado y cocinar por unos 2 minutos. Añadir el vino, caldo, tomates y gotas de salsa de ají.', '4-Cocinar la mezcla por unos 12 minutos.', '5-Al final se agregan las machas y se cocinan por unos 3 minutos.', '6-Servir caliente, idealmente en un plato de greda decorado con perejil.']"
Palta Reina,0.0,2,,"['1 palta (aguacate)', '1 pequeño trozo de morrón rojo (opcional)', '1/2 pechuga de pollo', '1 a 2 cucharadas de mayonesa', '6 hojas de lechugas', '1 aceituna', 'Sal y pimienta a gusto', 'Aliño para la lechuga: sal, aceite y limón (opcional)']","['1-Colocar la media pechuga de pollo en el horno a 400°F (200°C) por unos 20 a 25 minutos.', '2-Una vez listo el pollo, dejar enfríar y cortar en pequeños trozos.', '3-Mezclar el pollo cortado con una o dos cucharadas de mayonesa, pueden agregar morrón rojo picado fino, aliñar con pimienta también si gustan.', '4-Picar las hojas de lechuga, y en esta paso pueden aliñarla con sal, aceite y limón (o simplemente la sirven así sin aliñar), luego colocar como base la lechuga en un plato de entrada, encima colocan la mitad de la palta (aguacate) y la cual se rellena con el pollo y sobre el pollo decorar con la mitad de una aceituna.']"
Palta Cardenal,15.0,2,,"['1 palta (aguacate)', '3/4 taza de camarones limpios y cocidos (Yo compré crudos y los salteé en mantequilla)', '2 cucharadas mayonesa (de buena calidad)', '1/2 cucharada de limón (opcional)', 'Perejil o cilantro picado', 'Lechuga picada', '1/2 unidad de tomate', 'sal a gusto']","['1-En un plato de entrada colocar de base lechuga picada, suficiente para cubrir el plato.', '2-Cortar la palta (aguacate) por la mitad. Retirar el cuesco y con la ayuda de una cuchara retirar con cuidado la cáscara también.', '3-En un pequeño bowl mezclar los camarones y mayonesa, si gusta puede agregar un poco de jugo de limón.', '4-Con esta mezcla rellenar la palta (aguacate).', '5-Esparcir perejil o cilantro picado encima.', '6-Colocar dos gajos de tomate en cada plato.\xa0']"
Pan amasado versión 01,20.0,8,,"['5 tazas de harina para todo uso y sin polvos de hornear', '5 cucharaditas de manteca a temperatura de ambiente', '1 sobre de levadura en polvo de 7 grs ( es una cuchadara y media)', '1 1/2 cucharadita de sal', '1 cucharadita de azúcar granulada', '1 taza de agua a temperatura de ambiente', '1 yema de huevo (opcional)']","['1-Colocar la harina en un bol. Hacer un hueco en el centro e ir colocando todos los ingredientes.', '2-Primero la levadura, azúcar, sal , manteca (va así sin derretir) y agua.', '3-Mezclar cuidadosamente hasta integrar todos los ingredientes.', '4-Formar una bola y dejar reposar en un bol por 1 o 2 horas.', '5-Sacar la masa y amasar por un rato.', '6-Luego dividir la masa en 8 o 10 unidades iguales. Ovillar cada trozo, o sea formar con la masa bolas más pequeñas y colocarlas en la lata o bandeja del horno cubierto con papel de mantequilla.', '7-Dejar reposar nuevamente la masa por una 1/2 hora al menos.', '8-Precalentar el horno a 375°F (190°C).', '9-Luego aplanar con las manos cada pan.', '10-Es absolutamente opcional pincelar encima de cada pan con yema de huevo batida con un poco de agua o leche.', '11-Pinchar cada pan con un tenedor encima.', '12-Hornear por unos 20 minutos.', '13-Deben quedar dorados por encima.']"
Pan amasado fácil,35.0,8,,"['500 grs de harina', '7 grs de levadura seca en polvo (21 grs de levadura fresca)', '8 grs (1 cucharadita) de azúcar', '8 grs (1 cucharadita) de sal', '80 grs de manteca (usé vegetal, pero pueden usar de cerdo) a temperatura de ambiente', '250 cc de agua tibia']",[nan]
Pan de huevo,45.0,12,,"['2 1/2 tazas de harina para todo uso', '1 1/2 cucharadita de polvos de hornear', '1/2 taza de azúcar flor', '1 cucharadita de mantequilla blanda', '2 huevos', '2 yemas', '1 a 2 cucharadas de leche líquida si es necesario', 'APARTE: 1 yema, más un poco de leche']","['1-Precalentar el horno a 350°F (180°C).', '2-Preparar una lata o banjdeja de horno, cubrir con papel de mantequilla.', '3-En un bol mezclar los ingredientes secos: harina, polvos de hornear y azúcar flor.', '4-Luego agregar la mantequilla, huevos, yemas y la leche. Debe ir uniendo y no amasando.', '5-Formar una masa suave y firme.', '6-Formar bolitas con las manos, aplastarlas un poco y luego hacerle una cruz encima con un cuchillo afilado.', '7-Ir colocándolas en la bandeja del horno y pincelar encima con la mezcla de una yema con un poco de leche.', '8-Hornear por unos 20 minutos hasta que estén dorados encima.']"
Pan marraqueta o pan batido,106.0,12,,"['1 kilo de harina (apróximadamente 8 tazas de harina)', '600 cc de agua a temperatura de ambiente', '1 cucharada de sal (14 grs)', '15 grs de levadura granulada', '1 cucharadita de azúcar']","['1-En una taza colocar un poco de agua tibia, disolver la levadura junto con el azúcar.', '2-Dejar reposar 10 minutos.', '3-Mientras tanto en un bol grande colocar la harina y la sal.', '4-Agregar la levadura y el agua.', '5-Formar una masa uniforme y semi blanda.Amasar por unos 8 minutos.', '6-Colocar la masa en un bol grande con un poco de aceite en spray (puede usar mantequilla)', '7-Dejar fermentar unos 30 minutos.', '8-Luego dividir la masa en porciones de 100 grs cada uno, puede usar su propia mano para calcular y sacar la porción que sean iguales.', '9-Ovillar cada porción, se refiere a formar bolitas bien parejas con la palma de la mano y en forma círcular.', '10-Dejar la masa reposar nuevamente unos 20 minutos.', '11-Unir de a dos porciones y amasar levemente para que queden más alargados. Luego con un accesorio (yo usé mi afilador de cuchillos porque era del grosor perfecto) dividir la masa en el medio como se aprecia en las fotos.', '12-Ir colocando el pan en una bandeja con papel de mantequilla. Otra manera es colocando el pan en una bandeja enmantequillada.', '13-Precalentar el horno a 400°F (200°C).', '14-Idealmente dejar reposar nuevamente el pan por unos 20 minutos al menos, antes de llevarlos al horno.', '15-Finalmente hornear por unos 18 minutos o hasta que esté dorado el pan por encima a la misma temperatura.']"
Pan de pascua,85.0,12,,"['4 tazas de harina', '2 cucharaditas de polvos de hornear', '3 huevos', '1 taza de azúcar flor', '1 taza de leche', '1 cucharada de mantequilla', '1/2 cucharadita de crémor tártaro (opcional) lo venden en tiendas de reposteria', '1/2 cucharadita de bicarbonato', '3 cucharadas de pisco o ron', '1/2 cucharadita de canela en polvo', '1/2 cucharadita de clavo olor en polvo', '1/2 taza de pasas', '1/2 taza de nueces picadas', '1/2 de frutas confitadas', '']","['1-Batir las claras ligeramente. Reservar.', '2-En otro bol batir la mantequilla con el azúcar hasta que esté cremosa. Agregar las yemas y luego las claras batidas. Mezclar bien.', '3-Luego agregar los ingredientes secos (harina, bicarbonato, crémor, polvos de hornear) alternando con la leche y el pisco.', '4-Luego la canela y el clavo de olor.', '5-Enseguida incorporar las frutas enharinada ( pasas, frutas confitadas y nueces).', '6-Vaciar a una molde para pan de pascua o en su efecto un molde de papel como muestro en la foto, esos son ideales también para preparar panettones.', '7-Hornear a 350° F (180°C) por 1 hora.', '8-Verificar la cocción interna del pan, clavándole un palo de brocheta por ejemplo, en el centro de la masa. Debe salir seco.']"
Pan para completo (hot dog),42.0,8,,"['1 taza de agua (237 ml)', '1/4 taza (60 ml) de leche', '2 cucharadas de mantequilla (28 grs)', '4\xa0 1/4 taza de harina (600 grs)', '2\xa0 1/4 cucharaditas de levadura seca en polvo (7grs)', '2 cucharadas de azúcar granulada', '1 1/2 cucharadita de sal', '2 huevos batidos', '1 yema de huevo más 1 cucharada de agua']","['1-En una olla pequeña colocar el agua, leche y mantequilla. No debe hervir esta mezcla. Retirar del fuego a lo que se empiece a derretir la mantequilla. Si gustan también pueden usar el microondas, por un minuto.', '2-Luego en un bowl o mezcladora colocar 2 tazas de harina, levadura, azúcar y sal. Mezclar bien e ir agregando la mezcla tibia (no caliente) de leche, agua y mantequilla.', '3-Añadir los huevos batidos y el resto de harina.', '4-Deben amasar por al menos unos 8 minutos, la masa no debe quedar pegajosa, si eso le pasa, debe\xa0 agregar poquitos de harina extra, hasta lograr una masa pareja y sin que se pegue.', '5-Formar una bola grande y dejar reposar unos 30 minutos.', '6-Una vez listo el reposo y que la masa haya aumentado el doble de su volumen, dividirla en 8 porciones iguales.', '7-Formar con cada porción un rollo alargado de unos 15 cms aproximadamente.', '8-Dejarlos en una bandeja para que repose unos 20 minutos.', '9-Precalentar el horno a 200°C (400°F).', '10-Batir la yema y agua. Pincelar con esta mezcla sobre cada pan.', '11-Hornear por unos 12 minutos a la misma temperatura.']"
Pan para sandwich,20.0,12,,"['1 taza de agua tibia (105°-115°F) (40°-46°C)', '1 sobre de levadura seca en polvo\xa0 (7 grs)(2 1/4 de cucharadita)', '1 taza de leche liquida tibia (105°-115°F) (40°-46°C)', '2 cucharadas de mantequilla derretida', '2 cucharadas de azúcar granulada', '1 1/2 cucharaditas de sal', '5 1/2 a 6 tazas de harina', '1 yema de huevo con 1 cucharadita de agua']","['1-Combinar 1/2 taza de agua tibia con la levadura y una pizca de azúcar granulada en un pequeño bol. Revolver hasta disolver bien y dejar reposar unos 10 minutos.', '2-En un bol grande colocar el agua restante, leche, mantequilla, azúcar y sal. Luego agregar la mezcla de levadura, revolver un poco y agregar 2 tazas de harina y mezclar muy bien.', '3-Continuar revolviendo (puede ser con la ayuda de una mezcladora o una batidora eléctrica que traiga las piezas para amasar). Hasta lograr incorporar bien la harina y lograr una mezcla cremosa, posteriormente ir incorporando de a 1/2 taza de harina.', '4-Cuando la masa ya no se pegue en el bol, se puede comenzar amasar unos minutos.', '5-Luego en otro bol engrasado con aceite o mantequilla, colocamos la masa allí en forma de bola y dejamos reposar la masa tapada con papel de plástico o un paño de cocina por una hora o hasta que doble su volumen la masa.', '6-Una vez listo, formamos los panes, podrían salir unos 8 unidades o más, todo depende del tamaño que deseen sus panes. Pueden hacerlos más pequeños para hacer hamburguesas y en ese caso podrían salir hasta 12 unidades.', '7-Colocar el pan en la bandeja del horno cubierta con papel de mantequilla. Dejamos reposar nuevamente el pan.', '8-Precalentar el horno a 400°F (200°C).', '9-Justo antes de colocar el pan en el horno, pincelar cada pan con la mezcla de yema más agua.', '10-Hornear por unos 15 a 20 minutos.']"
"Pantrucas, receta chilena",40.0,2,3,"['1 cucharada de aceite', '1 cebolla mediana picada en cuadros pequeños', '1 o 2 dientes de ajo picados finos', '200 grs de carne molida', '1 zanahoria cortada en tiras', '1/2 pimentón rojo cortado en tiras', '1 cucharadita de orégano', '1/2 cucharadita de comino en polvo', '1 cucharadita de ají color o paprika', '2 papas medianas peladas y cortadas en cuadros', '1 litro de caldo de carne (pueden prepararlo en casa)', 'Sal, pimienta a gusto', '3/4 taza de harina para todo uso sin polvos de hornear', '1 huevo', '1/4 taza de agua tibia', '2 huevos (estos son para servir las pantrucas y son optativos, se agregan al final)', 'Cilantro o perejil fresco picado']","['1-En una olla freír la cebolla y ajo con el aceite por unos 3 minutos.', '2-Agregar la carne y cocinar unos 2 minutos más. Enseguida agregar las zanahoria, pimentón y los aliños: orégano, comino y ají color. Tener ojo con la sal, ya que el caldo suele ser salado.', '3-Añadir pimienta a gusto.', '4-Revolver todo muy bien y agregar las papas además del caldo de carne.', '5-Tapar la olla y cocinar al menos unos 5 minutos a fuego medio .', '6-Mientras tanto preparar la masa de las pantrucas: unir todos los ingredientes, harina, huevo y agua, formar una masa lisa y uniforme. La cantidad de agua puede variar y si necesita un poco más, ahí le va agregando.', '7-Una vez formada la masa, estirar la masa con la ayuda de un uslero, cortar tiras a lo largo y luego en pequeños cuadrados, como se ve en las fotos.', '8-Añadir las pantrucas (las masitas) al caldo y cocinar por unos 10 minutos más.', '9-Cuando todo esté listo, agregar uno o dos huevos enteros y sin batir al caldo, dejar que se cocinen un poco.', '10-Servir caliente las pantrucas con cilantro o perejil picado encima.']"
Panqueques con manjar,25.0,8,,"['1 taza de harina cernida', '3 huevos', '1 taza de leche', 'manjar']","['1-Batir los 3 huevos enteros, luego agregar la taza de leche y finalmente la harina cernida. Revolver hasta que no quede ningún grumo de harina.', '2-Calentar el sartén con una gota de aceite. Echar de cucharadas. Se puede utilizar el cucharón y una porción de este estaría bien por porción. Una vez que se despeguen las orillas voltear el panqueque, para cocinarlo por el otro lado, esto dura un minuto apróximadamente.', '3-Retirar el panqueque del sartén, luego extender el panqueque en un plato y rellenarlo con suficiente manjar y enrollar.']"
Pastel de choclo (alternativa),90.0,2,,"['500 grs. de choclo congelado dulce', '1 taza de leche líquida', '6 hojas albahaca', 'Sal, pimienta', '1/4 (250 grs) kilo de carne molida', '1 cebolla', '1 o 2 dientes de ajo', '1/2 cucharadita de mantequilla o margarina', 'una pizca de comino', '2 cucharadas de aceite', '3 cucharadas de pasas', '12 aceitunas', '3 huevos duros', 'aliños para el pino a gusto: sal, pimienta, orégano, ají color.', '1/2 cucharadita de harina (opcional)']","['1-Se pasa el choclo por una picadora, en este proceso si se va pegando en la máquina se puede ir agregando leche para ayudarse. Una vez listo esto se coloca en una olla, se agregan las hojas de albahaca y con una cuchara de madera se va revolviendo hasta que comience a hervir, se va alternando con la leche restante. Lo ideal es que se vea el fondo de la olla o que espese lo suficiente. No sobrecocer porque se puede cortar la preparación. Reservar.', '2-PINO: se corta la cebolla en cuadros finos, el ajo también y se fríen en un sartén hasta que esté dorada la cebolla. Luego se agrega la carne molida, los aliños y las pasas.También se agrega la cucharadita de margarina. Si esta preparación se seca mucho, se puede agregar un poco de agua o caldo de carne. Si al finalizar la cocción de la carne queda muy líquida se espesa con la cucharadita de harina. Esto se reserva.', '3-En esta parte lo ideal es utilizar una tradicional fuente de greda (arcilla), pero podemos usar una simple fuente de vidrio que pueda ir al horno.', '4-Se coloca el pino, encima se distribuyen las aceitunas, los huevos cortados en rodajas y por último las pasta de choclo. Si gustan pueden espolvorear con azúcar granulada. Se coloca en el horno a 350°F (180°C) por unos 20 minutos o hasta que esté dorado. Luego se deja reposar por unos instantes antes de servir.']"
Pastel de choclo en masa,102.0,8,,"['1 taza y 1/2 (180grs.) de harina sin polvos de hornear', '1/2\xa0cucharadita de sal', '110\xa0grs de mantequilla sin sal fría cortada en pequeños trozos', '40\xa0ml de agua fría', 'Papel de plástico', '900\xa0grs. de choclo congelado dulce', '1/2\xa0taza de leche líquida', '6\xa0hojas albahaca', 'Sal a gusto', '400 grs de carne molida', '1\xa0cebolla', '1\xa0o 2 dientes de ajo', '1/4 cucharadita de comino', '2\xa0cucharadas de aceite', '3\xa0cucharadas de pasas', '8\xa0aceitunas', '2\xa0huevos duros', 'aliños para el pino a gusto: sal, pimienta, orégano, ají color.', '1/2\xa0cucharadita de harina (opcional)']","['1-Idealmente en el procesador de alimentos (sino simplemente se trabaja en un bol a mano).', '2-Mezclar la harina, sal y azúcar.', '3-Agregar la mantequilla cortada en pequeños trozos e ir pulsando poco a poco. ( también se puede usar los dedos y se debe ir incorporando la mantequilla para mezclar bien con los ingredientes secos).', '4-Luego se agrega el agua.', '5-Una vez unidos bien todos los ingredientes se forma una bola y se envuelve la masa en el papel de plástico y se lleva al refrigerador por una hora.', '6-Pasada la hora, se precalienta el horno a 400°F (200°C).', '7-Se retira del refrigerador la masa y con la ayuda del mismo papel de plástico se extiende en un molde de 26 cm. dejando unos pequeños bordes.', '8-Hornear por unos 12 minutos.', '9-Se pasa el choclo por un procesador de alimentos o licuadora.', '10-Una vez molido el choclo se coloca en una olla.', '11-Se agregan las hojas de albahaca y con una cuchara de madera se va revolviendo hasta que comience a hervir, se va alternando con la leche restante.', '12-Lo ideal es que se vea el fondo de la olla o que espese lo suficiente.', '13-Sazonar con sal, algunas personas les agregan en este punto un poco de azúcar.', '14-Reservar.', '15-Se corta la cebolla en cuadros finos, el ajo también y se fríen en un sartén hasta que esté dorada la cebolla.', '16-Luego se agrega la carne molida, los aliños y las pasas.', '17-\xa0Si esta preparación se seca mucho, se puede agregar un poco de agua o caldo de carne.', '18-Cocinar por unos 15 minutos a fuego medio bajo.', '19-Si cocción de la carne queda muy líquida se espesa con la cucharadita de harina.', '20-Idealmente dejar reposar el pino hasta que esté frío.', '21-Encender el horno a 200°C\xa0 (400°F) nuevamente.', '22-Una vez precocida la masa se coloca el pino de carne y se distribuye bien.', '23-Sobre este pino se pone rodajas de huevo cocido y aceitunas.', '24-Luego se cubre la pastelera y se lleva al horno por 15 minutos o hasta que esté dorado por encima.', '25-De manera opcional antes de ponerlo en el horno pueden rociar por encima con azúcar granulada.']"
Pastel de papas,85.0,4,,"['1 kilo de papas', '1/2 taza de leche tibia', '2 cucharadas grandes de margarina o mantequilla derretida', '300 grs de carne molida', '1 diente de ajo', '1 cebolla', 'aliños: sal, pimienta, orégano, comino y ají color (paprika)', '3 huevos', '1 a 2 cucharadas de pasas', '1/2 taza de aceitunas']","['1-Pelar las papas, cortarlas en cuadros grandes y se cuece en agua caliente por 15 minutos o cuando estén suficientemente blandas. Luego retirar el agua, moler las papas e ir agregando leche tibia, margarina y sal. Reservar.', '2-En una olla se cuecen los huevos por 10 minutos desde que empiece hervir el agua.', '3-En un sartén con aceite freír el ajo picado fino junto con la cebolla picada en cuadritos, cuando estén dorados agregar la carne y el resto de aliños. Finalmente agregar las pasas. Mezclar todo muy bien.', '4-Luego en una fuente que pueda ir al horno, colocar el pino (lo que hizo en el sartén), los huevos cortados en rodajas, las aceitunas y finalmente el puré. Se puede colocar encima del pastel, azúcar granulada o queso, pero eso es totalmente opcional.', '5-Se lleva al horno por unos 15 minutos como máximo.']"
Pebre chileno,10.0,,,"['1 tomate grande picado en cuadros pequeños', '1 cebolla mediana picada en cuadros pequeños', '2 dientes de ajos picados', '3 cucharadas de perejil picado', '3 cucharadas de cilantro picado', '1 trozo de ají verde picado', '1 cucharada de ají rojo en pasta', '2 cucharadas de aceite vegetal o de oliva light', 'Sal y pimienta a gusto', '1 pequeño chorrito de vino blanco']","['1-Mezclar todos los ingredientes en un bol y dejar reposar una media hora al menos.', '2-Rectificar el sabor y añadir más sal si es necesario.', '3-En este momento pueden pasarlo por una picadora, si desean servirlo molido, sino lo dejan tal cual.', '4-Servir acompañado de pan tibio con mantequilla. Aunque pueden servirlo para acompañar carnes o el plato que deseen, con las empanadas quedan espectaculares.']"
Pescado frito y la ciudad de Valdivia,40.0,4,,"['4 filetes de merluza', 'sal, pimienta', 'el jugo de un limón', '2 huevos, ligeramente batidos', '1 taza de harina sazonada con sal', 'pimienta y merquén', 'aceite para freír', 'o papas con mayonesa o ensalada a la chilena (tomate más cebolla).']","['1-En un recipiente colocar los filetes de merluza. Sazonar con sal y pimienta, jugo de limón. Dejar reposar 4-6 minutos. Pasar los filetes por la harina sazonada, luego por los huevos batidos y nuevamente por la harina; refrigerar unos minutos antes de freír.', '2-En un sartén profundo calentar aceite a fuego medio. Agregar la merluza y freír por ambos lados hasta dorar. Estilar sobre papel absorbente y reservar al calor.', '3-Para servir colocar en cada plato un filete de merluza frito y acompañar con puré de papas o papas con mayonesa o ensalada a la chilena (tomate más cebolla).']"
